33,147,2
586,477,2
851,42,3
215,811,5
982,956,2
179,372,4
627,430,1
53,698,3
276,231,2
791,436,3
276,583,1
846,379,5
716,499,1
807,923,4
977,266,4
194,229,2
610,584,4
668,100,1
415,37,3
546,120,4
699,393,1
980,841,3
427,215,2
543,106,3
806,174,3
685,218,5
395,205,5
461,231,5
996,431,3
619,56,2
822,959,2
426,621,4
454,666,2
988,120,2
330,842,5
872,635,2
281,813,1
755,743,3
938,695,4
178,492,2
64,574,3
251,814,2
465,522,3
715,133,5
70,991,4
522,275,1
494,981,3
873,599,4
183,319,4
365,213,2
381,242,3
528,10,3
882,35,5
210,801,4
519,592,2
314,744,2
725,876,3
872,469,3
318,53,4
668,515,1
654,178,1
908,49,5
656,171,3
964,739,2
641,5,1
62,925,1
182,438,4
518,983,3
483,603,1
681,147,3
522,714,4
318,470,1
2,477,4
584,194,5
874,803,4
271,681,5
838,916,4
108,324,1
460,972,1
697,824,1
880,808,4
939,933,4
655,225,1
209,143,1
342,161,3
771,416,2
338,640,5
938,909,5
265,375,3
572,960,4
996,594,4
432,792,1
843,827,4
467,416,3
889,329,2
910,863,1
360,816,5
587,135,3
5,242,5
125,547,3
695,371,2
632,300,1
479,370,2
548,76,4
958,390,1
524,98,2
324,534,2
255,629,5
464,725,4
587,689,2
54,731,5
23,509,5
355,776,5
258,457,3
440,557,4
569,739,4
234,262,5
650,451,3
368,363,2
906,243,3
548,58,2
827,685,1
41,160,1
303,202,1
336,615,2
972,593,5
123,709,4
107,651,4
318,782,3
312,820,1
793,922,4
401,493,3
659,760,1
347,159,2
14,180,2
161,394,3
472,671,2
234,251,5
467,561,2
471,797,5
639,887,2
393,494,2
977,719,1
134,536,4
171,33,2
983,916,3
910,795,2
524,336,5
388,959,1
716,940,2
134,750,1
254,967,5
404,403,1
115,849,5
890,834,3
28,974,1
833,505,1
307,201,3
21,123,4
87,20,2
55,445,2
376,557,2
431,578,5
158,438,4
937,47,1
71,806,2
386,667,2
544,843,5
820,283,2
855,985,3
899,30,3
987,332,1
464,85,3
251,359,5
975,347,1
731,326,2
916,384,4
189,851,4
316,631,2
54,517,1
109,695,1
253,232,3
8,564,2
731,197,1
635,357,4
511,503,5
865,998,5
859,839,5
929,710,5
139,818,1
120,96,2
135,758,5
583,792,3
23,593,4
803,997,3
904,236,4
813,108,1
568,486,4
600,587,3
414,653,2
558,398,2
886,359,1
680,650,4
391,270,3
471,963,3
765,40,1
511,843,4
345,299,3
874,274,1
888,938,5
998,29,1
683,923,1
700,123,1
601,796,2
9,833,1
685,170,4
567,987,5
475,284,4
515,886,1
775,409,1
813,506,3
10,18,1
722,879,4
327,605,5
578,555,5
889,386,4
818,392,2
299,658,5
740,346,2
977,84,2
323,584,2
502,691,1
331,124,4
219,298,2
958,793,5
576,568,2
423,959,2
611,45,2
42,548,4
429,355,1
26,505,4
988,92,1
503,872,3
279,104,2
395,278,4
171,211,3
997,986,1
567,984,4
587,899,2
740,11,3
547,790,4
198,505,5
48,264,1
122,236,5
127,652,4
74,269,3
381,146,1
3,700,3
237,215,1
299,61,3
138,373,2
304,931,3
895,695,3
117,888,1
861,424,3
10,197,3
649,159,3
168,157,3
333,731,4
280,715,3
527,145,2
314,434,4
902,651,3
278,550,2
140,373,2
558,711,5
254,797,1
144,801,1
672,386,4
158,83,5
204,672,3
293,922,2
855,612,5
323,739,1
328,892,3
872,196,1
98,844,5
52,609,2
658,129,1
768,741,1
371,693,3
461,184,3
747,594,3
743,935,1
105,227,5
638,265,1
970,520,5
199,437,1
757,63,2
12,882,2
308,739,3
73,588,3
871,158,5
773,219,3
180,122,1
961,140,3
882,400,3
964,573,1
243,163,2
780,338,3
503,629,2
461,889,3
324,350,3
338,523,3
138,658,5
594,809,2
238,28,5
375,343,3
279,409,2
59,223,4
7,148,2
588,935,5
679,856,5
227,519,3
442,725,2
531,220,3
868,784,4
294,603,2
605,127,4
519,718,2
677,47,1
833,474,1
802,68,5
402,870,5
728,663,2
818,980,5
959,508,5
625,937,2
331,677,3
734,69,5
380,405,1
651,274,1
814,423,4
673,589,5
881,801,4
240,490,3
855,669,4
95,114,1
129,449,2
861,7,4
482,529,5
176,82,3
975,983,3
675,766,2
125,626,2
490,759,5
28,145,2
800,143,3
565,427,4
873,712,1
306,177,5
93,3,2
567,513,5
945,337,3
616,745,4
343,772,1
597,337,1
916,663,5
651,531,2
299,706,4
356,32,4
502,324,2
421,175,2
249,861,5
744,229,1
469,434,2
789,165,1
442,373,1
780,145,4
77,839,1
283,377,2
452,234,5
633,248,3
466,165,5
134,654,3
186,960,1
968,704,5
318,163,2
12,611,2
489,58,2
983,918,5
122,949,2
742,194,5
806,938,1
805,577,2
505,260,3
685,847,3
148,546,3
83,183,2
743,370,4
500,909,3
698,315,4
9,332,2
745,925,3
684,220,1
161,152,1
889,298,4
310,70,2
494,766,2
780,390,1
395,82,5
578,542,5
769,456,5
73,858,3
229,544,4
442,77,1
465,877,2
188,783,5
78,870,4
308,712,1
711,670,4
675,635,5
270,112,5
565,86,3
619,870,5
869,220,1
173,301,3
158,342,1
363,322,5
244,861,5
533,541,5
760,727,3
895,125,2
394,47,1
406,470,3
652,420,4
99,240,5
32,718,3
54,66,3
823,139,1
143,944,4
362,745,4
618,771,3
945,267,3
23,321,2
319,21,3
524,759,5
767,375,3
322,992,1
677,687,1
385,311,4
918,177,1
873,623,2
898,805,1
847,770,4
472,663,2
967,873,2
30,48,4
177,127,4
570,851,3
367,725,3
660,695,4
112,480,5
915,291,1
886,934,3
103,835,4
839,570,5
937,678,4
470,896,5
922,123,1
458,185,1
797,279,2
221,575,3
249,331,2
587,306,5
862,920,1
456,153,5
100,102,3
809,560,2
387,285,1
703,4,1
706,14,4
790,193,3
969,275,2
686,185,1
18,908,1
565,586,3
348,867,2
604,95,1
93,328,1
982,820,4
315,424,5
4,140,2
232,46,5
87,875,3
763,18,3
575,254,2
78,739,3
256,764,5
445,966,1
315,736,2
211,299,5
801,372,3
955,612,4
586,47,2
884,648,2
723,497,3
341,123,4
377,995,1
482,329,2
769,800,3
650,12,5
162,499,1
206,454,3
522,542,4
122,441,5
361,217,2
847,940,2
237,170,1
663,376,3
408,20,4
799,441,2
488,792,3
691,825,3
696,604,1
532,149,1
142,298,3
589,888,3
573,184,5
858,402,1
212,728,2
229,673,3
900,35,1
367,378,3
856,134,1
990,999,4
435,628,2
143,60,1
334,93,5
506,440,4
653,988,1
718,107,2
591,730,1
745,744,5
145,866,5
109,859,1
407,267,2
275,927,4
47,874,4
180,417,2
114,945,5
205,665,5
286,516,5
886,942,3
939,575,1
80,937,5
956,769,2
987,104,2
538,225,1
420,9,4
332,895,3
999,589,5
305,433,2
819,674,1
645,149,5
625,484,5
154,723,1
377,956,5
317,234,5
838,970,5
528,281,2
290,490,1
449,551,3
772,830,2
199,234,3
531,581,2
263,909,4
867,50,4
474,955,1
138,42,4
963,401,3
662,975,3
272,112,1
425,321,1
3,355,4
464,996,3
939,260,1
165,148,2
207,14,5
907,667,3
662,829,5
805,337,2
328,65,3
698,159,2
257,124,2
389,525,3
115,835,1
462,870,1
540,264,2
561,679,1
955,53,3
318,927,4
693,267,1
735,205,2
113,721,4
432,720,5
246,884,5
701,591,2
985,593,2
437,911,5
775,100,3
473,541,1
274,881,3
65,771,3
412,421,1
720,142,5
137,790,5
265,863,3
924,453,2
221,598,2
451,151,2
862,962,1
191,497,2
131,596,4
389,281,4
150,534,4
362,397,3
693,415,3
146,137,5
218,178,2
593,456,5
642,628,2
1,458,3
282,871,4
984,133,2
694,94,3
376,718,4
405,620,2
872,365,2
203,897,5
977,832,5
438,190,3
410,344,4
982,868,3
424,279,5
385,152,2
210,67,2
229,226,4
118,39,1
740,818,5
689,708,2
462,244,2
373,338,5
624,785,5
752,753,5
3,38,2
360,475,3
583,427,3
758,503,2
89,828,1
398,74,3
513,182,5
805,399,4
63,327,5
723,715,2
751,29,5
255,412,1
595,816,2
764,33,3
577,334,4
815,16,1
120,953,3
861,639,5
186,642,5
182,676,3
579,548,4
912,311,1
538,2,4
268,622,5
981,138,4
220,187,1
861,962,1
728,726,1
315,842,5
64,352,5
295,941,5
325,570,4
920,106,4
259,795,1
9,77,2
10,520,4
19,966,2
786,715,4
110,517,2
261,698,5
692,315,2
789,565,1
247,718,3
764,547,4
602,64,4
902,918,4
134,930,2
1,41,5
928,673,2
503,499,4
366,64,4
529,476,3
774,537,4
999,268,2
871,61,3
496,219,4
19,138,2
105,102,3
760,867,1
100,790,1
407,563,3
409,368,1
797,929,2
19,6,5
551,662,4
244,445,2
129,606,3
42,330,2
297,651,3
355,343,4
630,371,4
197,91,5
791,318,4
876,668,4
320,957,5
93,232,2
679,105,5
805,98,3
448,820,3
938,596,3
856,575,1
541,982,1
701,891,5
709,563,2
554,909,5
569,602,4
741,637,5
26,757,3
60,590,2
376,893,5
905,168,4
280,554,1
376,363,3
508,859,2
624,792,4
117,947,4
123,740,5
302,373,1
602,715,4
962,122,1
150,327,2
733,603,4
61,933,1
415,552,5
241,970,4
18,677,3
389,359,2
188,861,5
679,464,3
347,361,1
237,921,5
477,78,3
860,661,4
90,470,2
83,521,4
400,807,4
610,511,3
145,758,2
328,222,2
741,256,4
75,442,5
45,906,4
581,406,2
305,364,5
785,631,3
405,768,2
482,840,3
504,941,3
889,409,1
989,462,2
232,456,4
782,108,3
693,725,2
547,850,4
415,901,4
345,725,1
208,61,5
605,290,5
339,464,5
910,767,1
700,191,5
69,838,3
527,363,3
334,402,5
575,832,3
514,997,1
996,140,2
548,26,4
260,104,5
12,300,1
388,37,2
573,640,1
629,122,1
301,154,5
311,177,5
611,753,1
574,698,1
391,801,2
135,61,2
767,598,2
580,458,3
717,630,2
464,496,2
546,699,5
948,345,3
498,777,4
423,481,3
783,12,4
760,921,5
648,64,5
972,123,3
64,442,3
995,165,3
766,925,3
147,976,5
378,132,4
662,116,5
314,913,5
581,856,1
151,809,3
627,966,5
542,807,5
596,588,4
239,370,1
622,618,3
474,690,2
68,460,3
987,652,1
507,336,3
542,690,4
373,169,4
326,508,4
825,289,1
83,889,1
789,416,1
650,204,2
166,463,3
261,483,1
547,363,3
908,123,4
804,387,5
47,668,3
214,390,4
220,410,2
737,155,4
403,964,1
429,331,4
28,193,4
236,886,5
492,12,3
681,114,2
419,863,4
410,36,1
754,900,2
957,345,2
798,153,3
433,677,3
554,348,5
534,260,5
683,179,2
907,950,1
312,128,5
54,650,1
242,539,5
852,835,2
985,89,2
523,27,2
697,499,3
334,621,5
641,989,5
373,433,5
948,909,5
569,671,1
838,944,3
933,618,3
383,754,1
976,207,1
40,780,5
969,968,4
369,892,1
46,711,1
862,724,1
140,166,1
629,450,2
159,919,2
605,86,1
267,183,1
414,689,4
698,673,3
952,502,4
507,900,2
767,792,5
988,511,4
55,118,4
119,722,2
583,61,3
264,900,1
437,747,2
382,302,5
237,292,2
178,916,1
906,435,5
402,350,1
636,663,5
930,337,5
730,554,1
451,798,2
557,759,3
638,213,5
800,939,4
714,763,2
132,713,4
31,574,2
123,883,3
251,831,1
713,940,5
941,386,4
619,498,3
698,354,4
364,719,4
262,48,5
408,66,3
238,154,5
341,672,1
929,896,2
263,657,2
308,711,1
991,976,3
289,535,4
922,659,2
539,749,4
456,179,4
629,82,1
260,256,4
741,431,4
479,651,2
764,189,1
973,940,3
38,612,3
633,317,2
717,256,3
560,797,1
870,81,5
929,884,4
276,878,1
527,447,4
320,315,1
123,698,3
112,674,4
503,339,2
382,599,4
228,342,4
465,784,4
318,334,3
732,560,5
752,823,1
438,148,5
86,717,5
673,932,1
112,599,5
620,834,2
852,725,1
829,564,5
352,347,5
499,434,4
18,384,1
4,182,3
786,167,3
130,23,4
525,820,2
433,729,2
241,872,1
795,156,3
548,317,4
903,644,3
61,602,2
48,227,3
22,611,4
594,547,5
494,200,4
540,394,5
150,166,2
706,872,1
400,938,3
14,35,1
86,300,2
872,42,4
972,505,4
655,775,5
254,725,1
801,37,4
806,590,1
965,584,3
351,269,4
920,174,4
487,202,3
920,585,3
809,440,5
777,249,4
840,463,5
721,235,2
245,996,4
537,8,1
24,59,5
698,670,2
791,288,5
129,194,3
683,142,5
880,544,4
572,402,1
34,758,2
584,178,4
109,478,3
916,102,1
371,291,1
495,711,2
842,198,4
436,818,1
558,901,4
564,465,1
760,638,3
299,885,2
833,230,5
516,154,2
79,636,3
191,383,5
801,799,1
2,266,1
800,274,3
772,60,5
873,658,1
309,549,2
621,645,1
273,346,2
360,158,1
769,420,2
720,761,4
942,817,3
458,102,4
87,868,1
736,603,1
365,738,5
646,806,4
708,483,1
199,91,4
60,368,5
509,227,3
986,538,4
488,685,2
29,298,2
914,565,2
870,668,5
461,981,4
67,754,2
245,124,3
302,38,4
327,12,2
929,712,3
226,333,3
861,967,4
823,906,3
304,271,2
40,127,5
454,183,2
201,768,2
909,721,4
380,143,4
969,397,2
687,897,4
781,301,4
412,180,1
750,833,4
275,654,1
846,542,2
952,336,3
637,848,1
38,37,4
691,743,5
396,307,5
359,438,5
525,700,5
572,186,1
25,662,3
892,878,2
427,926,4
976,544,3
481,985,2
153,102,5
776,434,1
24,738,3
433,194,2
516,39,5
689,852,4
169,246,5
858,667,1
438,416,5
625,473,5
613,948,2
801,686,3
637,227,3
941,403,5
263,488,2
741,744,2
28,271,1
389,119,3
338,146,1
775,567,1
465,901,2
918,558,4
405,160,5
507,698,3
777,239,2
860,95,3
421,685,1
574,91,1
475,331,2
764,727,1
526,738,2
721,979,3
368,110,3
303,419,5
399,738,5
810,843,2
995,36,1
730,868,3
434,156,5
450,306,4
569,333,2
434,861,4
454,769,2
105,992,5
143,57,1
925,314,5
601,773,1
230,870,2
900,44,5
3,376,4
676,697,5
700,976,5
274,134,1
563,452,2
837,6,5
943,521,5
141,386,5
969,394,4
956,198,1
365,641,4
111,559,4
93,220,4
555,253,5
888,813,4
575,427,5
287,259,1
212,237,4
831,803,5
462,899,5
766,279,2
664,53,3
101,57,1
52,296,1
88,694,3
434,35,1
802,857,5
20,957,3
458,939,2
663,16,4
54,259,5
730,620,5
737,206,4
602,681,3
21,839,2
669,830,3
25,627,5
912,838,1
844,141,1
670,122,1
122,9,1
221,787,4
210,731,5
221,653,5
850,104,2
25,980,3
923,419,4
763,120,1
429,335,5
890,549,4
958,879,2
552,376,1
801,512,3
583,911,5
543,290,1
963,143,4
942,113,3
919,605,3
583,588,3
432,41,5
794,89,2
628,758,3
504,881,3
130,297,1
186,445,3
808,965,1
197,255,4
574,779,2
956,861,4
241,876,2
46,715,4
337,523,1
825,343,3
100,223,1
122,167,3
63,90,4
647,79,4
388,284,4
534,929,4
759,265,4
340,968,3
846,463,1
203,163,3
479,559,5
255,219,4
290,867,3
700,123,4
497,70,1
536,970,1
528,525,1
621,726,5
15,362,3
56,497,3
909,955,5
775,54,2
769,385,1
658,529,3
280,17,1
896,277,3
425,167,2
408,665,3
630,963,5
265,61,2
545,313,2
970,258,4
462,878,4
856,198,5
585,882,5
921,678,5
609,696,5
492,812,3
800,123,3
73,245,5
290,544,4
544,658,1
613,579,4
276,637,3
415,512,5
863,502,3
34,391,3
555,261,3
889,526,2
558,163,5
221,212,5
647,310,2
917,706,5
32,237,2
947,208,1
286,958,1
768,777,5
915,981,3
394,503,4
785,440,5
137,239,1
464,697,5
290,769,1
738,772,5
77,339,3
184,767,3
385,401,2
466,784,1
220,157,1
483,934,3
65,937,3
311,385,2
892,458,1
427,809,1
432,586,4
940,474,3
407,144,1
493,953,1
714,368,2
563,998,5
158,812,1
656,118,3
198,962,4
397,180,2
154,263,2
927,442,3
579,472,5
594,703,5
186,809,4
505,938,4
653,902,5
659,752,5
430,829,3
512,298,4
105,350,2
364,779,5
567,28,5
871,348,2
418,122,5
263,314,4
41,342,5
253,973,5
7,239,5
147,896,3
774,99,5
47,644,4
50,470,1
348,556,2
721,943,1
930,672,4
462,12,5
651,657,1
396,891,3
150,276,1
469,842,5
485,616,5
198,863,5
991,538,5
709,415,2
33,426,1
388,757,3
102,281,3
262,978,1
811,733,3
50,281,5
21,917,3
721,996,3
613,233,1
767,892,2
488,810,1
120,690,5
765,359,5
467,888,2
727,100,2
885,961,5
985,933,4
6,725,3
128,710,5
712,875,3
86,250,2
591,66,1
898,37,3
538,775,5
920,658,5
653,615,4
5,553,1
40,6,1
699,37,2
557,358,5
838,807,4
966,656,1
32,746,1
337,489,1
111,758,2
209,37,2
187,50,4
481,262,5
419,628,3
743,224,4
705,171,3
769,879,5
879,452,2
222,717,5
302,715,3
351,630,3
309,255,2
39,644,1
860,790,4
247,142,1
435,852,3
222,199,5
999,813,2
533,124,1
105,365,1
1,350,1
757,996,5
31,916,1
48,840,2
817,675,4
715,448,1
180,23,4
934,351,1
545,127,2
658,858,1
237,377,4
918,252,4
721,716,3
200,19,3
855,81,1
909,692,3
166,348,3
3,389,5
850,121,1
169,943,1
681,623,5
495,819,1
113,757,1
499,922,1
482,619,1
56,829,3
14,840,3
67,906,5
976,388,4
379,515,2
969,930,4
282,837,3
703,108,1
471,741,5
741,877,3
275,382,5
590,324,1
409,940,1
471,183,2
836,148,3
954,473,3
500,319,3
716,433,3
137,128,2
972,739,4
830,685,1
983,965,4
665,626,1
315,862,4
159,355,3
548,318,3
600,679,2
302,196,5
5,658,2
428,737,2
404,617,5
873,122,5
82,960,3
861,49,2
604,235,1
882,328,3
351,408,3
93,640,4
842,903,2
897,949,2
257,735,5
675,80,5
242,423,5
841,239,3
657,853,3
970,753,1
700,500,5
766,817,5
401,526,4
371,877,2
76,334,2
164,461,5
714,819,5
22,367,3
905,361,5
32,474,1
426,897,2
341,594,4
794,208,1
527,23,5
874,204,2
221,269,2
973,937,3
817,846,4
478,17,1
242,284,3
978,412,3
808,909,5
437,910,5
229,329,4
509,281,1
314,494,1
112,816,4
909,521,2
554,542,2
359,526,3
55,376,4
888,378,1
81,594,2
240,243,4
174,249,5
252,393,2
617,497,1
254,135,3
798,705,5
703,546,4
506,445,3
476,818,3
960,547,5
927,665,2
371,725,1
817,829,3
812,358,2
751,845,4
898,76,4
133,770,5
447,997,3
871,100,3
490,809,2
582,799,5
618,932,2
839,25,3
919,366,1
158,33,1
63,234,5
135,450,4
750,96,4
332,494,3
423,320,1
902,429,1
593,746,3
957,52,5
814,277,4
885,450,5
150,374,2
758,957,5
280,844,4
255,291,1
847,386,4
920,316,3
644,124,1
704,607,1
693,466,4
600,130,5
581,172,2
303,502,4
759,392,4
857,562,4
82,888,4
770,759,4
199,797,2
336,900,4
571,515,3
540,301,4
844,995,1
330,420,4
251,298,5
86,88,2
458,568,2
940,971,1
989,449,5
559,823,4
86,713,2
560,782,5
694,406,1
409,378,4
902,529,2
305,891,5
754,792,3
242,989,5
598,796,5
874,867,5
315,386,2
91,992,5
38,285,3
808,346,2
755,233,4
801,420,3
895,360,4
866,834,3
834,590,1
222,792,2
277,509,1
161,494,3
42,785,1
907,137,5
31,922,1
857,67,2
960,108,2
348,311,3
58,915,5
435,913,1
301,704,3
184,123,1
228,433,1
622,959,1
498,536,5
900,686,5
806,829,4
345,221,3
1,863,3
683,765,5
977,920,4
446,524,5
504,151,4
157,89,5
361,232,4
285,992,3
40,737,5
953,602,4
591,296,3
579,151,2
748,563,4
647,371,4
625,852,4
887,386,3
117,234,2
270,696,1
429,128,3
208,640,5
497,676,2
359,267,1
979,821,1
717,139,4
523,905,2
213,38,5
73,792,3
561,843,1
301,935,2
338,666,2
696,823,1
539,230,3
986,624,2
503,446,1
605,256,1
719,466,1
824,441,1
800,372,1
362,456,5
779,610,4
26,144,4
562,333,2
859,588,2
289,244,4
587,139,4
97,579,5
390,848,2
388,28,3
966,432,5
890,615,5
674,826,5
162,113,5
450,734,3
842,856,2
136,594,2
694,710,2
755,535,1
154,924,4
72,105,3
40,124,1
283,326,2
584,643,2
226,466,4
186,20,4
79,644,5
554,5,1
294,738,3
737,657,3
630,258,3
418,582,3
854,568,3
566,786,5
684,747,2
848,248,1
831,857,3
455,797,4
964,209,3
665,654,1
864,347,1
853,391,3
731,146,3
787,201,1
850,67,2
563,450,1
368,814,2
129,250,1
542,677,5
193,782,1
89,6,3
146,903,3
972,736,4
348,760,3
881,19,4
0,867,1
0,900,5
276,633,2
318,289,2
320,238,1
903,777,1
497,581,1
919,215,2
237,371,3
440,621,2
841,677,1
810,582,3
161,664,1
455,345,5
145,863,3
882,763,5
218,959,2
227,945,3
102,185,1
294,977,5
804,962,3
272,815,4
224,517,2
463,535,1
817,758,2
703,507,5
308,47,2
42,115,2
441,294,3
162,625,2
740,450,4
683,504,4
200,352,5
756,871,3
396,434,2
122,234,1
548,748,3
365,385,3
490,235,2
206,564,3
79,975,2
780,851,3
858,678,1
999,860,5
399,912,3
334,706,3
980,308,5
354,259,1
991,634,4
724,519,4
987,292,5
837,955,1
58,824,3
249,618,2
933,64,4
514,703,2
468,246,1
841,223,2
289,116,2
960,569,4
21,179,4
302,112,4
585,663,1
412,339,4
83,996,5
500,447,4
93,738,3
694,252,4
802,931,2
605,462,4
312,30,5
752,421,1
195,887,4
871,141,1
475,539,4
433,81,5
255,597,1
633,127,4
571,603,5
711,743,5
214,683,5
222,657,3
552,781,5
339,412,4
432,892,2
49,280,2
332,438,1
429,664,5
784,967,1
7,783,1
470,27,1
328,356,4
352,514,3
291,914,4
233,657,3
953,254,3
181,708,5
971,81,4
565,454,5
296,26,4
56,616,1
568,284,4
880,714,1
784,286,2
829,901,1
276,440,5
697,30,5
731,666,2
980,618,1
532,924,3
875,869,3
822,609,3
178,382,4
77,11,2
441,376,4
747,631,1
868,749,4
12,358,3
371,315,5
486,480,2
335,958,4
670,924,3
845,94,4
174,481,3
527,753,1
990,281,1
455,294,4
349,494,3
58,117,4
342,73,2
382,163,2
731,697,1
848,703,2
85,552,1
837,963,4
107,515,5
450,702,2
359,8,4
496,300,3
673,690,5
379,988,1
819,405,3
631,744,1
890,350,1
160,423,2
158,488,1
250,88,1
155,16,5
824,989,2
813,190,5
974,412,5
574,353,5
711,117,4
328,893,2
387,481,4
783,355,3
669,625,3
628,595,1
16,786,2
420,144,1
830,273,5
383,627,5
957,314,5
874,972,3
374,755,3
310,949,5
796,6,3
541,144,5
108,695,2
652,264,5
693,80,1
694,309,3
160,22,4
74,31,4
955,334,5
848,250,5
322,138,1
988,885,2
479,75,2
342,620,2
352,48,1
410,350,1
280,668,3
188,464,4
467,865,3
228,252,1
796,530,3
29,503,4
407,632,3
734,915,5
703,751,3
892,510,5
518,302,2
508,842,2
582,578,4
659,727,2
608,241,1
945,726,5
64,198,4
577,497,5
825,850,1
816,765,1
346,152,5
728,48,1
918,957,2
652,196,1
652,38,5
52,465,2
766,51,1
403,837,2
780,59,5
624,22,2
993,467,2
709,89,3
757,7,2
57,529,4
600,607,3
227,566,4
796,148,5
630,752,2
97,634,1
939,965,4
721,811,1
374,557,5
573,631,4
392,579,1
318,78,1
97,767,5
344,484,5
152,913,1
686,983,2
907,201,1
748,621,5
958,74,5
388,30,2
802,494,4
594,236,2
430,778,5
397,569,3
921,703,4
782,454,4
751,325,2
804,53,4
12,554,4
631,601,1
403,555,1
826,329,1
180,0,5
768,937,2
178,470,1
687,146,2
996,610,2
646,666,1
694,245,5
657,777,3
737,264,5
702,983,3
712,441,1
511,57,4
760,127,4
170,97,3
951,322,3
489,878,4
184,862,5
633,50,1
322,581,2
878,375,1
704,436,2
984,816,4
52,835,1
995,93,1
587,288,3
32,183,2
997,737,2
996,276,4
496,245,4
358,663,2
231,840,2
762,911,1
438,289,2
97,957,1
814,201,3
161,865,5
300,778,4
131,989,1
690,760,2
643,974,5
511,461,5
295,196,3
871,521,5
941,976,2
4,244,3
124,699,2
556,291,3
149,470,1
764,450,3
100,711,1
153,744,5
94,735,3
462,405,2
891,789,2
713,77,5
729,157,2
896,416,1
631,842,1
32,893,4
689,206,4
815,514,3
169,449,3
463,669,2
762,796,5
838,208,3
317,381,2
730,683,2
134,868,4
979,731,5
